id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
29450,,,1.0,,,,1.0,,703.0,68.0,62.0,791.0,0.0
13619,24.0,0.0,1.0,69.0,400.0,0.0,1.0,7.0,595.0,68.0,62.0,791.0,0.0
1892,21.0,0.0,1.0,19.0,900.0,0.0,1.0,7.0,472.0,66.0,62.0,791.0,0.0
1803,25.0,0.0,2.0,61.0,900.0,0.0,1.0,43.0,917.0,68.0,62.0,791.0,0.0
3414,26.0,0.0,2.0,50.0,100.0,20.0,1.0,3.0,179.0,73.0,62.0,791.0,0.0
29494,26.0,,1.0,64.0,700.0,0.0,1.0,14.0,68.0,68.0,62.0,791.0,0.0
7404,33.0,0.0,2.0,76.0,400.0,10.0,1.0,,621.0,68.0,62.0,791.0,0.0
13341,29.0,,2.0,67.0,300.0,160.0,1.0,,235.0,68.0,62.0,791.0,0.0
24130,,,2.0,,,,1.0,,641.0,68.0,62.0,791.0,1.0
4298,23.0,0.0,1.0,71.0,600.0,0.0,1.0,43.0,803.0,68.0,62.0,791.0,0.0
18603,27.0,,1.0,44.0,400.0,80.0,1.0,,755.0,68.0,62.0,791.0,0.0
21202,23.0,0.0,2.0,12.0,400.0,10.0,1.0,43.0,2103.0,29.0,62.0,791.0,0.0
8152,22.0,0.0,1.0,31.0,200.0,0.0,1.0,,837.0,29.0,62.0,791.0,0.0
9918,40.0,0.0,1.0,34.0,0.0,10.0,1.0,,620.0,23.0,62.0,791.0,0.0
25615,34.0,0.0,2.0,59.0,800.0,20.0,1.0,,682.0,68.0,62.0,791.0,0.0
31350,32.0,0.0,2.0,80.0,600.0,40.0,0.0,43.0,677.0,68.0,62.0,791.0,0.0
2284,27.0,0.0,1.0,66.0,600.0,0.0,1.0,43.0,671.0,9.0,62.0,791.0,0.0
10764,31.0,0.0,2.0,75.0,100.0,440.0,1.0,43.0,478.0,68.0,62.0,791.0,0.0
3774,34.0,0.0,1.0,70.0,800.0,470.0,1.0,7.0,579.0,68.0,62.0,791.0,0.0
14765,31.0,,2.0,70.0,400.0,0.0,1.0,,484.0,68.0,62.0,791.0,0.0
21382,20.0,0.0,2.0,42.0,100.0,0.0,1.0,7.0,651.0,73.0,62.0,791.0,0.0
19665,19.0,,1.0,51.0,100.0,0.0,1.0,7.0,66.0,73.0,62.0,1007.0,0.0
13101,24.0,0.0,1.0,76.0,800.0,0.0,1.0,43.0,206.0,74.0,62.0,1007.0,0.0
25511,24.0,0.0,2.0,72.0,500.0,10.0,1.0,7.0,2028.0,68.0,62.0,1007.0,0.0
35362,26.0,0.0,1.0,80.0,700.0,0.0,1.0,,764.0,68.0,62.0,1007.0,0.0
21683,20.0,,1.0,42.0,700.0,10.0,1.0,7.0,157.0,23.0,62.0,1007.0,0.0
29537,22.0,,1.0,26.0,300.0,30.0,1.0,,193.0,68.0,62.0,1007.0,0.0
16578,32.0,0.0,2.0,80.0,500.0,100.0,0.0,43.0,686.0,68.0,62.0,1007.0,0.0
6247,34.0,0.0,2.0,35.0,600.0,0.0,0.0,,148.0,23.0,62.0,1007.0,0.0
37031,32.0,0.0,1.0,63.0,800.0,0.0,0.0,43.0,605.0,73.0,62.0,1007.0,0.0
2083,19.0,0.0,2.0,68.0,500.0,0.0,1.0,43.0,572.0,68.0,62.0,1007.0,0.0
13128,28.0,,1.0,38.0,500.0,10.0,1.0,7.0,42.0,68.0,62.0,1007.0,0.0
28055,25.0,,1.0,47.0,400.0,0.0,1.0,,157.0,68.0,62.0,1007.0,0.0
11157,34.0,0.0,1.0,28.0,600.0,10.0,1.0,,614.0,73.0,62.0,1007.0,1.0
2608,22.0,0.0,1.0,22.0,900.0,0.0,0.0,43.0,699.0,29.0,62.0,1007.0,
25642,22.0,0.0,1.0,17.0,600.0,10.0,0.0,,682.0,29.0,62.0,1007.0,0.0
16200,28.0,0.0,1.0,59.0,700.0,10.0,0.0,35.0,379.0,87.0,62.0,1007.0,1.0
16417,19.0,0.0,2.0,10.0,700.0,20.0,1.0,7.0,726.0,68.0,62.0,1007.0,0.0
27387,28.0,,2.0,82.0,300.0,40.0,1.0,43.0,166.0,68.0,62.0,1007.0,0.0
10373,18.0,0.0,1.0,22.0,0.0,0.0,1.0,12.0,701.0,74.0,62.0,1007.0,
15902,25.0,0.0,1.0,32.0,600.0,400.0,1.0,12.0,634.0,59.0,62.0,1007.0,0.0
10631,23.0,0.0,1.0,75.0,0.0,10.0,1.0,,632.0,68.0,62.0,1007.0,0.0
34179,24.0,,1.0,29.0,600.0,0.0,1.0,,98.0,73.0,62.0,1007.0,0.0
27708,21.0,0.0,1.0,69.0,800.0,10.0,1.0,7.0,636.0,68.0,62.0,1007.0,0.0
2167,37.0,0.0,1.0,39.0,100.0,380.0,1.0,43.0,742.0,68.0,62.0,1007.0,1.0
33104,26.0,,2.0,38.0,600.0,80.0,1.0,,240.0,23.0,62.0,1007.0,0.0
13422,24.0,0.0,1.0,62.0,200.0,20.0,1.0,7.0,2608.0,68.0,62.0,1007.0,0.0
10443,24.0,,1.0,46.0,900.0,0.0,1.0,,1441.0,63.0,62.0,1007.0,0.0
14686,21.0,0.0,1.0,11.0,800.0,130.0,1.0,,319.0,68.0,62.0,1007.0,
16699,37.0,0.0,1.0,80.0,800.0,400.0,1.0,43.0,461.0,59.0,62.0,1007.0,0.0
17622,21.0,,2.0,67.0,700.0,0.0,1.0,,228.0,68.0,62.0,1007.0,0.0
8983,19.0,0.0,1.0,60.0,100.0,10.0,1.0,,230.0,68.0,62.0,1007.0,0.0
35666,19.0,0.0,1.0,77.0,300.0,40.0,1.0,,2301.0,68.0,62.0,1007.0,0.0
5899,,,1.0,,,,1.0,,902.0,23.0,62.0,1007.0,0.0
26490,21.0,0.0,2.0,50.0,800.0,0.0,1.0,,1592.0,68.0,62.0,1007.0,0.0
16103,36.0,0.0,1.0,13.0,0.0,80.0,1.0,48.0,581.0,29.0,62.0,1007.0,0.0
13239,33.0,0.0,1.0,78.0,0.0,0.0,1.0,43.0,847.0,68.0,62.0,1007.0,0.0
31208,32.0,,1.0,65.0,200.0,0.0,1.0,,425.0,68.0,62.0,1007.0,0.0
7824,35.0,,1.0,47.0,600.0,0.0,1.0,,16.0,68.0,62.0,1007.0,
20180,19.0,,1.0,37.0,600.0,0.0,1.0,,198.0,68.0,62.0,1007.0,0.0
14793,25.0,0.0,2.0,83.0,200.0,0.0,1.0,,615.0,68.0,62.0,1007.0,0.0
35105,18.0,0.0,1.0,71.0,500.0,430.0,1.0,14.0,533.0,68.0,62.0,1007.0,0.0
16629,18.0,,2.0,26.0,700.0,10.0,1.0,,232.0,29.0,62.0,1007.0,0.0
4872,20.0,,1.0,39.0,0.0,0.0,1.0,43.0,66.0,68.0,62.0,1007.0,0.0
32731,27.0,,2.0,72.0,900.0,0.0,0.0,,68.0,68.0,62.0,1007.0,0.0
23071,30.0,0.0,1.0,63.0,400.0,10.0,1.0,7.0,64.0,73.0,62.0,1007.0,0.0
23418,25.0,,1.0,68.0,700.0,0.0,0.0,,397.0,68.0,62.0,1007.0,0.0
29622,40.0,0.0,1.0,43.0,200.0,0.0,1.0,43.0,666.0,73.0,62.0,1007.0,0.0
5717,40.0,,1.0,71.0,800.0,10.0,1.0,,90.0,68.0,62.0,1007.0,0.0
7136,,,1.0,,,,1.0,,680.0,68.0,62.0,1007.0,0.0
21686,25.0,0.0,1.0,15.0,600.0,0.0,1.0,,587.0,29.0,62.0,1007.0,0.0
30562,49.0,0.0,1.0,6.0,600.0,0.0,1.0,,540.0,29.0,62.0,1007.0,0.0
3823,34.0,0.0,2.0,57.0,700.0,80.0,1.0,7.0,277.0,73.0,62.0,1007.0,0.0
20945,59.0,0.0,1.0,79.0,900.0,30.0,1.0,,62.0,68.0,62.0,1007.0,1.0
10813,32.0,,1.0,28.0,600.0,10.0,1.0,,14.0,29.0,62.0,1007.0,0.0
21795,23.0,,1.0,96.0,900.0,60.0,1.0,7.0,100.0,68.0,62.0,1007.0,0.0
7190,,,1.0,,,,1.0,,572.0,68.0,62.0,1007.0,0.0
36516,50.0,0.0,1.0,71.0,0.0,120.0,1.0,43.0,567.0,68.0,62.0,1007.0,1.0
17480,47.0,0.0,1.0,63.0,500.0,10.0,1.0,,1568.0,73.0,62.0,1007.0,0.0
23252,18.0,1.0,1.0,68.0,500.0,60.0,1.0,7.0,134.0,68.0,62.0,1007.0,0.0
15061,19.0,0.0,1.0,60.0,500.0,150.0,1.0,7.0,584.0,68.0,62.0,1007.0,0.0
31495,20.0,0.0,1.0,33.0,900.0,0.0,1.0,,557.0,68.0,62.0,1007.0,
31736,24.0,0.0,1.0,56.0,400.0,10.0,1.0,7.0,515.0,23.0,62.0,1007.0,1.0
20284,24.0,0.0,1.0,85.0,600.0,0.0,1.0,12.0,170.0,68.0,62.0,1007.0,0.0
7665,22.0,,1.0,2.0,800.0,20.0,1.0,,155.0,29.0,62.0,1007.0,1.0
35858,24.0,,2.0,64.0,200.0,150.0,1.0,,427.0,68.0,62.0,1007.0,0.0
37043,41.0,0.0,2.0,42.0,900.0,40.0,1.0,,100.0,29.0,62.0,1007.0,0.0
25779,32.0,0.0,2.0,65.0,200.0,0.0,1.0,7.0,476.0,68.0,62.0,1007.0,0.0
17757,22.0,,1.0,66.0,700.0,220.0,1.0,14.0,220.0,68.0,62.0,1007.0,0.0
10247,23.0,0.0,1.0,43.0,500.0,0.0,1.0,,609.0,74.0,62.0,1007.0,0.0
7806,20.0,0.0,2.0,77.0,200.0,0.0,1.0,43.0,702.0,68.0,62.0,1007.0,0.0
1996,20.0,0.0,1.0,25.0,200.0,20.0,1.0,,958.0,73.0,62.0,1007.0,0.0
19390,22.0,0.0,1.0,80.0,0.0,0.0,1.0,7.0,706.0,68.0,62.0,1007.0,0.0
7423,26.0,0.0,1.0,73.0,600.0,0.0,1.0,,646.0,68.0,62.0,1007.0,0.0
24230,35.0,,1.0,80.0,600.0,0.0,1.0,,103.0,23.0,62.0,1007.0,0.0
19547,19.0,0.0,1.0,22.0,200.0,40.0,1.0,7.0,653.0,29.0,62.0,1007.0,0.0
15467,29.0,,1.0,43.0,0.0,0.0,1.0,,144.0,29.0,62.0,1007.0,0.0
11770,20.0,0.0,1.0,28.0,100.0,10.0,1.0,43.0,286.0,73.0,62.0,1007.0,
34786,35.0,,1.0,14.0,400.0,0.0,1.0,,165.0,23.0,62.0,1007.0,
28840,24.0,,1.0,54.0,300.0,20.0,1.0,,131.0,73.0,62.0,1007.0,0.0
11330,32.0,,0.0,5.0,300.0,0.0,1.0,43.0,56.0,29.0,62.0,1007.0,1.0
12572,24.0,,1.0,14.0,900.0,0.0,1.0,,226.0,29.0,62.0,1007.0,0.0
17454,25.0,0.0,2.0,72.0,0.0,0.0,1.0,7.0,385.0,23.0,62.0,1007.0,0.0
14226,,,1.0,,,,1.0,,818.0,73.0,62.0,2227.0,0.0
16092,35.0,0.0,1.0,56.0,200.0,40.0,1.0,,1805.0,68.0,62.0,2227.0,0.0
14050,32.0,,1.0,81.0,100.0,10.0,1.0,13.0,43.0,68.0,62.0,2227.0,0.0
12936,21.0,,2.0,60.0,900.0,20.0,0.0,,427.0,68.0,62.0,2227.0,0.0
34941,22.0,0.0,2.0,46.0,0.0,1120.0,1.0,43.0,444.0,73.0,62.0,2227.0,0.0
31824,28.0,,1.0,13.0,500.0,90.0,1.0,,463.0,29.0,62.0,2227.0,0.0
19011,23.0,0.0,1.0,23.0,200.0,10.0,1.0,43.0,669.0,73.0,62.0,2227.0,0.0
25117,68.0,0.0,2.0,57.0,700.0,0.0,1.0,,1519.0,68.0,62.0,2272.0,1.0
29806,27.0,1.0,2.0,65.0,400.0,10.0,1.0,43.0,266.0,68.0,62.0,2272.0,1.0
18779,33.0,0.0,2.0,38.0,200.0,90.0,1.0,7.0,437.0,29.0,62.0,2272.0,0.0
25135,30.0,,1.0,38.0,600.0,250.0,1.0,14.0,110.0,71.0,62.0,2272.0,0.0
32172,42.0,1.0,2.0,10.0,900.0,10.0,1.0,7.0,373.0,29.0,62.0,2272.0,1.0
18099,48.0,1.0,1.0,14.0,800.0,0.0,1.0,,371.0,23.0,62.0,2272.0,0.0
1384,61.0,1.0,2.0,12.0,300.0,490.0,1.0,,331.0,29.0,62.0,2272.0,1.0
15232,37.0,0.0,1.0,21.0,500.0,70.0,1.0,43.0,636.0,29.0,62.0,2272.0,0.0
10402,26.0,0.0,2.0,81.0,900.0,10.0,1.0,,597.0,68.0,62.0,2272.0,0.0
3778,35.0,1.0,2.0,81.0,600.0,70.0,1.0,3.0,326.0,68.0,62.0,2272.0,0.0
16083,19.0,1.0,2.0,69.0,0.0,10.0,1.0,,452.0,68.0,62.0,2272.0,0.0
24552,25.0,,1.0,75.0,300.0,40.0,1.0,14.0,89.0,68.0,62.0,2272.0,0.0
3809,25.0,0.0,1.0,51.0,700.0,0.0,1.0,7.0,586.0,73.0,62.0,2272.0,0.0
2768,19.0,0.0,2.0,35.0,900.0,0.0,1.0,7.0,363.0,23.0,62.0,2272.0,0.0
31749,19.0,1.0,2.0,28.0,600.0,30.0,1.0,,343.0,68.0,62.0,2272.0,0.0
33010,24.0,1.0,2.0,65.0,700.0,0.0,1.0,,624.0,68.0,62.0,2272.0,1.0
20533,19.0,0.0,2.0,67.0,0.0,0.0,1.0,7.0,626.0,68.0,62.0,2272.0,0.0
18380,23.0,0.0,1.0,80.0,800.0,460.0,1.0,,822.0,68.0,62.0,2272.0,0.0
1527,19.0,0.0,2.0,67.0,100.0,20.0,1.0,,1822.0,68.0,62.0,2272.0,0.0
8598,48.0,0.0,2.0,80.0,500.0,0.0,1.0,7.0,638.0,68.0,62.0,2272.0,0.0
14959,21.0,1.0,2.0,53.0,200.0,110.0,1.0,7.0,191.0,29.0,62.0,2272.0,1.0
41,26.0,0.0,2.0,79.0,900.0,30.0,1.0,,639.0,68.0,62.0,2272.0,0.0
25400,50.0,,2.0,15.0,800.0,0.0,1.0,,161.0,29.0,62.0,2272.0,0.0
9157,22.0,,2.0,79.0,0.0,0.0,1.0,,579.0,68.0,62.0,2272.0,0.0
282,36.0,0.0,1.0,40.0,200.0,30.0,1.0,7.0,147.0,64.0,62.0,2272.0,0.0
12284,23.0,,1.0,52.0,900.0,290.0,1.0,,62.0,73.0,62.0,2272.0,0.0
6985,18.0,,2.0,39.0,100.0,160.0,1.0,,337.0,23.0,62.0,2272.0,0.0
34834,44.0,1.0,2.0,66.0,600.0,0.0,1.0,7.0,661.0,68.0,62.0,2272.0,0.0
13399,19.0,0.0,1.0,75.0,200.0,40.0,1.0,7.0,663.0,68.0,62.0,2272.0,0.0
28373,66.0,1.0,1.0,72.0,0.0,10.0,1.0,43.0,438.0,68.0,62.0,2272.0,0.0
23599,50.0,1.0,2.0,73.0,300.0,0.0,1.0,7.0,582.0,68.0,62.0,2272.0,1.0
32803,28.0,0.0,2.0,13.0,900.0,0.0,1.0,43.0,1770.0,29.0,62.0,2272.0,0.0
8139,50.0,,2.0,67.0,100.0,80.0,1.0,,583.0,68.0,62.0,2272.0,0.0
35394,36.0,1.0,2.0,63.0,600.0,0.0,1.0,,428.0,68.0,62.0,2272.0,0.0
24370,22.0,1.0,2.0,56.0,300.0,0.0,1.0,7.0,696.0,68.0,62.0,2272.0,1.0
32332,30.0,0.0,1.0,23.0,700.0,10.0,1.0,43.0,277.0,66.0,62.0,2272.0,0.0
30678,18.0,0.0,2.0,66.0,400.0,0.0,1.0,14.0,97.0,68.0,62.0,2272.0,0.0
22957,24.0,,2.0,63.0,400.0,50.0,1.0,14.0,99.0,68.0,62.0,2272.0,0.0
20749,18.0,0.0,1.0,27.0,700.0,570.0,1.0,,638.0,64.0,62.0,2272.0,0.0
2334,40.0,,1.0,57.0,0.0,0.0,1.0,,290.0,39.0,62.0,2272.0,1.0
28111,,,1.0,,,,0.0,,627.0,29.0,62.0,2272.0,0.0
3486,42.0,1.0,2.0,64.0,300.0,0.0,1.0,,399.0,68.0,62.0,2272.0,0.0
8978,19.0,1.0,2.0,68.0,100.0,0.0,1.0,7.0,258.0,73.0,62.0,2272.0,0.0
27762,24.0,0.0,2.0,71.0,400.0,10.0,1.0,7.0,229.0,59.0,62.0,2272.0,0.0
14164,,,2.0,,,,0.0,,1408.0,73.0,62.0,2272.0,0.0
10870,25.0,0.0,2.0,10.0,200.0,0.0,0.0,,608.0,29.0,62.0,2272.0,0.0
36223,28.0,0.0,2.0,41.0,0.0,20.0,1.0,43.0,703.0,29.0,62.0,2272.0,0.0
15108,20.0,0.0,1.0,67.0,600.0,10.0,1.0,,1353.0,66.0,62.0,2272.0,0.0
33904,80.0,1.0,1.0,62.0,400.0,0.0,1.0,,453.0,68.0,62.0,2272.0,0.0
6486,,,2.0,,,,1.0,,751.0,68.0,62.0,2272.0,1.0
6912,37.0,0.0,2.0,71.0,0.0,0.0,1.0,7.0,818.0,68.0,62.0,2272.0,0.0
9889,30.0,0.0,1.0,73.0,600.0,30.0,1.0,7.0,1388.0,23.0,62.0,2272.0,0.0
17035,23.0,0.0,1.0,11.0,600.0,20.0,1.0,,260.0,53.0,62.0,2272.0,0.0
1167,20.0,0.0,1.0,45.0,500.0,0.0,1.0,,616.0,68.0,62.0,2272.0,0.0
24254,18.0,0.0,1.0,7.0,900.0,20.0,1.0,12.0,300.0,23.0,62.0,2272.0,0.0
22929,24.0,0.0,1.0,27.0,200.0,20.0,1.0,,606.0,66.0,62.0,2272.0,0.0
33789,29.0,,2.0,71.0,900.0,430.0,1.0,,1534.0,68.0,62.0,2272.0,0.0
15597,46.0,,2.0,63.0,700.0,0.0,1.0,,134.0,73.0,62.0,2272.0,0.0
18281,19.0,,1.0,59.0,100.0,230.0,1.0,,108.0,73.0,62.0,2272.0,0.0
36186,35.0,1.0,2.0,54.0,200.0,0.0,1.0,43.0,572.0,68.0,62.0,2272.0,1.0
23138,19.0,0.0,2.0,75.0,300.0,0.0,1.0,43.0,513.0,68.0,62.0,2272.0,0.0
6975,47.0,0.0,1.0,60.0,0.0,80.0,1.0,,247.0,23.0,62.0,2272.0,0.0
16925,23.0,0.0,1.0,44.0,400.0,260.0,1.0,7.0,269.0,23.0,62.0,2272.0,0.0
23480,28.0,0.0,2.0,72.0,300.0,430.0,1.0,,318.0,68.0,62.0,2272.0,0.0
12025,28.0,0.0,1.0,103.0,500.0,10.0,1.0,,531.0,68.0,62.0,2272.0,0.0
10967,68.0,1.0,1.0,46.0,700.0,10.0,1.0,7.0,402.0,68.0,62.0,2272.0,0.0
25148,29.0,,1.0,5.0,500.0,20.0,1.0,,92.0,68.0,62.0,2272.0,
2692,46.0,0.0,2.0,43.0,900.0,0.0,1.0,43.0,540.0,68.0,62.0,2272.0,0.0
21790,,,1.0,,,,1.0,,651.0,66.0,62.0,2272.0,0.0
17493,21.0,,1.0,46.0,0.0,0.0,1.0,7.0,232.0,66.0,62.0,2272.0,0.0
6852,23.0,0.0,2.0,80.0,300.0,0.0,1.0,43.0,731.0,68.0,62.0,2272.0,0.0
32792,28.0,,1.0,71.0,900.0,60.0,1.0,,460.0,68.0,62.0,2272.0,0.0
23133,39.0,,2.0,70.0,200.0,0.0,1.0,,123.0,68.0,62.0,2272.0,0.0
36473,47.0,0.0,2.0,66.0,400.0,100.0,1.0,43.0,583.0,68.0,62.0,2272.0,0.0
20981,18.0,,1.0,7.0,200.0,0.0,0.0,,191.0,29.0,62.0,2272.0,0.0
18102,30.0,0.0,2.0,71.0,800.0,0.0,1.0,43.0,318.0,60.0,62.0,2272.0,0.0
19068,,,1.0,,,,1.0,,604.0,68.0,62.0,2272.0,0.0
31157,53.0,0.0,2.0,35.0,700.0,0.0,1.0,,508.0,23.0,62.0,2272.0,0.0
4943,23.0,,1.0,11.0,900.0,110.0,1.0,,259.0,29.0,62.0,2272.0,0.0
15759,30.0,0.0,1.0,59.0,500.0,150.0,1.0,7.0,142.0,68.0,62.0,2272.0,0.0
28944,21.0,0.0,2.0,72.0,300.0,0.0,1.0,43.0,605.0,68.0,62.0,2272.0,0.0
28492,,,2.0,,,,1.0,,660.0,23.0,62.0,2272.0,0.0
2359,29.0,0.0,1.0,67.0,0.0,0.0,1.0,,608.0,68.0,62.0,2272.0,0.0
36152,23.0,0.0,2.0,68.0,600.0,0.0,1.0,,542.0,68.0,62.0,2272.0,0.0
7664,58.0,0.0,1.0,46.0,500.0,0.0,1.0,,544.0,68.0,62.0,2272.0,0.0
5571,49.0,1.0,2.0,37.0,400.0,0.0,1.0,,189.0,68.0,62.0,2272.0,0.0
11441,18.0,,2.0,67.0,800.0,0.0,1.0,7.0,559.0,66.0,62.0,2272.0,0.0
3400,24.0,0.0,1.0,47.0,500.0,0.0,1.0,,134.0,64.0,62.0,2272.0,0.0
15919,32.0,0.0,1.0,81.0,600.0,40.0,1.0,7.0,368.0,66.0,62.0,2272.0,0.0
7837,50.0,1.0,2.0,63.0,800.0,0.0,1.0,7.0,329.0,68.0,62.0,2272.0,0.0
29418,51.0,,2.0,71.0,400.0,20.0,1.0,7.0,244.0,73.0,62.0,2272.0,0.0
8734,27.0,0.0,1.0,77.0,900.0,10.0,1.0,,616.0,68.0,62.0,2272.0,0.0
23943,25.0,0.0,1.0,67.0,400.0,10.0,1.0,48.0,677.0,73.0,62.0,2272.0,0.0
12203,24.0,0.0,1.0,70.0,400.0,30.0,1.0,,585.0,68.0,62.0,2272.0,0.0
3291,27.0,0.0,1.0,101.0,600.0,20.0,1.0,,628.0,68.0,62.0,2272.0,0.0
5965,26.0,0.0,2.0,63.0,700.0,0.0,1.0,43.0,637.0,68.0,62.0,2272.0,0.0
10438,23.0,0.0,2.0,21.0,600.0,10.0,1.0,,1586.0,87.0,62.0,2272.0,0.0
31507,53.0,,2.0,13.0,500.0,10.0,1.0,,97.0,68.0,62.0,2272.0,
7102,65.0,0.0,1.0,34.0,200.0,0.0,1.0,,622.0,68.0,62.0,2272.0,
16569,48.0,,1.0,59.0,200.0,0.0,1.0,7.0,519.0,73.0,62.0,2272.0,0.0
10609,20.0,0.0,2.0,64.0,200.0,20.0,1.0,,648.0,68.0,62.0,2272.0,0.0
23212,24.0,0.0,2.0,71.0,100.0,20.0,1.0,43.0,676.0,68.0,62.0,2272.0,0.0
27377,22.0,0.0,2.0,67.0,100.0,0.0,1.0,,679.0,68.0,62.0,2272.0,0.0
18088,18.0,,1.0,40.0,400.0,0.0,1.0,7.0,116.0,23.0,62.0,2272.0,0.0
20093,45.0,0.0,2.0,66.0,500.0,100.0,1.0,7.0,344.0,68.0,62.0,2272.0,0.0
3038,68.0,1.0,2.0,71.0,600.0,0.0,1.0,7.0,420.0,68.0,62.0,2272.0,1.0
12535,29.0,,1.0,35.0,400.0,40.0,1.0,43.0,127.0,73.0,62.0,2272.0,0.0
12775,30.0,,2.0,40.0,700.0,0.0,1.0,7.0,349.0,73.0,62.0,2272.0,0.0
25488,52.0,1.0,1.0,36.0,700.0,0.0,1.0,7.0,627.0,73.0,62.0,2272.0,0.0
32424,33.0,0.0,1.0,72.0,0.0,10.0,1.0,43.0,690.0,68.0,62.0,2272.0,0.0
17013,27.0,0.0,2.0,38.0,900.0,30.0,1.0,7.0,153.0,73.0,62.0,2272.0,0.0
30584,42.0,,2.0,42.0,500.0,0.0,1.0,,183.0,73.0,62.0,2272.0,0.0
21916,28.0,0.0,1.0,71.0,700.0,30.0,1.0,7.0,638.0,68.0,62.0,2272.0,0.0
32952,83.0,1.0,2.0,62.0,900.0,0.0,1.0,7.0,423.0,68.0,62.0,2272.0,0.0
29663,21.0,,2.0,14.0,500.0,10.0,1.0,,138.0,29.0,62.0,2272.0,0.0
33649,27.0,0.0,1.0,79.0,700.0,0.0,1.0,,701.0,68.0,62.0,2272.0,0.0
31765,66.0,,1.0,13.0,0.0,10.0,0.0,,60.0,29.0,62.0,2272.0,1.0
7379,26.0,0.0,1.0,68.0,700.0,0.0,1.0,,642.0,68.0,62.0,2272.0,0.0
15512,30.0,0.0,1.0,68.0,500.0,0.0,1.0,43.0,67.0,23.0,62.0,2272.0,0.0
31207,25.0,0.0,1.0,58.0,800.0,10.0,1.0,43.0,775.0,68.0,62.0,2272.0,0.0
9667,36.0,,2.0,73.0,800.0,0.0,1.0,,708.0,68.0,62.0,2272.0,0.0
26952,29.0,,2.0,14.0,300.0,0.0,1.0,7.0,5.0,23.0,62.0,2272.0,0.0
8652,33.0,,2.0,177.0,200.0,0.0,1.0,7.0,15.0,73.0,62.0,2272.0,1.0
3333,23.0,,2.0,19.0,400.0,0.0,1.0,,662.0,66.0,62.0,2272.0,0.0
6455,21.0,0.0,1.0,64.0,200.0,40.0,1.0,,648.0,9.0,62.0,2272.0,0.0
5359,18.0,0.0,2.0,69.0,400.0,10.0,1.0,43.0,717.0,68.0,62.0,2272.0,0.0
14891,34.0,0.0,1.0,30.0,100.0,0.0,1.0,7.0,609.0,73.0,62.0,2272.0,0.0
6820,18.0,0.0,2.0,69.0,500.0,80.0,1.0,43.0,726.0,68.0,62.0,2272.0,0.0
18633,37.0,,2.0,36.0,400.0,10.0,1.0,43.0,1439.0,73.0,62.0,2272.0,0.0
24131,25.0,0.0,1.0,42.0,500.0,0.0,1.0,43.0,748.0,68.0,62.0,2272.0,0.0
25960,21.0,0.0,1.0,14.0,200.0,10.0,1.0,43.0,724.0,71.0,62.0,2272.0,0.0
25005,69.0,,1.0,23.0,100.0,0.0,1.0,,60.0,29.0,62.0,2272.0,1.0
4132,,,2.0,,,,1.0,,785.0,68.0,62.0,2272.0,1.0
25069,37.0,1.0,2.0,44.0,900.0,0.0,1.0,43.0,616.0,73.0,62.0,2272.0,0.0
32283,25.0,0.0,2.0,80.0,400.0,0.0,1.0,43.0,651.0,68.0,62.0,2272.0,0.0
20838,19.0,,1.0,54.0,300.0,0.0,1.0,,91.0,66.0,62.0,2272.0,0.0
24267,31.0,0.0,1.0,80.0,800.0,0.0,1.0,43.0,841.0,68.0,62.0,2272.0,0.0
32175,24.0,0.0,2.0,72.0,400.0,10.0,0.0,,600.0,68.0,62.0,2272.0,0.0
22102,19.0,0.0,2.0,80.0,900.0,10.0,1.0,7.0,650.0,68.0,62.0,2272.0,0.0
22360,,,0.0,,,,1.0,,801.0,87.0,62.0,2272.0,0.0
35528,19.0,0.0,2.0,70.0,500.0,0.0,1.0,,602.0,68.0,62.0,2272.0,0.0
30842,26.0,0.0,1.0,76.0,600.0,0.0,1.0,43.0,619.0,73.0,62.0,2272.0,0.0
33241,22.0,0.0,2.0,78.0,800.0,0.0,1.0,43.0,1327.0,68.0,62.0,2272.0,0.0
13053,42.0,,2.0,32.0,900.0,240.0,1.0,,411.0,68.0,62.0,2272.0,1.0
24957,49.0,,1.0,22.0,100.0,0.0,1.0,,80.0,73.0,62.0,2272.0,0.0
9413,35.0,,2.0,37.0,0.0,10.0,1.0,43.0,509.0,66.0,62.0,2272.0,0.0
35750,37.0,1.0,2.0,26.0,900.0,130.0,1.0,14.0,79.0,73.0,62.0,2272.0,1.0
2560,18.0,0.0,2.0,36.0,900.0,0.0,0.0,,1585.0,68.0,62.0,2272.0,0.0
10143,25.0,0.0,1.0,73.0,500.0,120.0,1.0,43.0,674.0,68.0,62.0,2272.0,0.0
36638,38.0,,1.0,41.0,300.0,0.0,1.0,,1326.0,73.0,62.0,2272.0,0.0
26983,25.0,0.0,1.0,2.0,800.0,0.0,1.0,,484.0,87.0,62.0,2272.0,1.0
33070,18.0,0.0,2.0,63.0,100.0,10.0,1.0,,346.0,68.0,62.0,2272.0,0.0
3138,61.0,,1.0,30.0,500.0,110.0,1.0,,48.0,68.0,62.0,2272.0,1.0
28535,24.0,1.0,2.0,43.0,600.0,1270.0,1.0,,334.0,23.0,62.0,2272.0,0.0
