id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
10424,125.0,5.0,42.0,33.0,1683.0,112.0,573.0,539.0,344.0,30.0,91.0,135.0,107.0,11.0,22.0,54.0
7362,59.0,1.0,34.0,1.0,625.0,14.0,382.0,51.0,81.0,3.0,50.0,5.0,67.0,4.0,39.0,4.0
2733,67.0,2.0,17.0,24.0,8227.0,345.0,3677.0,1821.0,131.0,2.0,35.0,38.0,32.0,0.0,7.0,14.0
4757,408.0,10.0,269.0,37.0,7552.0,247.0,4360.0,941.0,333.0,13.0,212.0,36.0,389.0,8.0,246.0,35.0
20797,,,,,111.0,0.0,55.0,2.0,7.0,0.0,4.0,0.0,11.0,0.0,3.0,0.0
19808,33.0,0.0,23.0,2.0,558.0,8.0,312.0,74.0,72.0,0.0,39.0,6.0,88.0,1.0,54.0,8.0
317,120.0,5.0,72.0,18.0,1741.0,76.0,816.0,393.0,202.0,13.0,91.0,44.0,268.0,12.0,139.0,54.0
28213,24.0,1.0,15.0,2.0,1750.0,34.0,998.0,123.0,53.0,1.0,30.0,4.0,92.0,1.0,40.0,5.0
6673,46.0,0.0,19.0,4.0,679.0,15.0,405.0,67.0,95.0,0.0,51.0,6.0,62.0,1.0,33.0,5.0
32341,173.0,8.0,110.0,17.0,4513.0,170.0,2826.0,481.0,213.0,9.0,127.0,22.0,151.0,7.0,93.0,9.0
6042,125.0,1.0,86.0,2.0,2666.0,55.0,1638.0,186.0,487.0,8.0,313.0,25.0,326.0,3.0,207.0,19.0
21784,448.0,7.0,304.0,37.0,7957.0,235.0,4542.0,1175.0,509.0,11.0,328.0,55.0,377.0,21.0,217.0,64.0
27569,127.0,1.0,73.0,10.0,2184.0,64.0,1196.0,232.0,200.0,2.0,107.0,17.0,229.0,4.0,130.0,14.0
17780,16.0,0.0,12.0,0.0,2046.0,49.0,1342.0,153.0,119.0,3.0,83.0,13.0,65.0,1.0,46.0,6.0
10729,26.0,0.0,16.0,0.0,1520.0,28.0,943.0,85.0,42.0,0.0,20.0,1.0,81.0,2.0,48.0,6.0
24991,44.0,1.0,20.0,5.0,900.0,23.0,500.0,113.0,100.0,5.0,46.0,12.0,57.0,0.0,34.0,5.0
3994,104.0,2.0,76.0,5.0,4824.0,129.0,2859.0,498.0,275.0,5.0,188.0,14.0,156.0,2.0,98.0,11.0
9288,5.0,0.0,1.0,1.0,777.0,16.0,442.0,67.0,22.0,0.0,13.0,0.0,28.0,0.0,15.0,1.0
26199,14.0,2.0,5.0,3.0,244.0,4.0,88.0,55.0,37.0,1.0,10.0,10.0,12.0,1.0,5.0,2.0
34298,76.0,0.0,48.0,2.0,1449.0,40.0,876.0,129.0,109.0,0.0,66.0,2.0,101.0,1.0,66.0,3.0
15198,106.0,2.0,70.0,3.0,4756.0,161.0,2853.0,506.0,176.0,3.0,114.0,8.0,95.0,0.0,58.0,11.0
35537,74.0,0.0,38.0,7.0,3101.0,95.0,1429.0,593.0,149.0,1.0,69.0,19.0,87.0,0.0,40.0,15.0
12317,138.0,4.0,80.0,7.0,695.0,16.0,363.0,56.0,108.0,5.0,65.0,8.0,221.0,8.0,141.0,22.0
30969,90.0,5.0,26.0,35.0,2048.0,55.0,718.0,523.0,209.0,7.0,51.0,75.0,163.0,7.0,42.0,64.0
1794,112.0,8.0,48.0,27.0,6246.0,314.0,2792.0,1318.0,173.0,14.0,72.0,43.0,50.0,1.0,14.0,7.0
27441,16.0,0.0,10.0,1.0,2597.0,142.0,1629.0,307.0,107.0,4.0,79.0,9.0,77.0,2.0,48.0,6.0
8284,1.0,0.0,0.0,0.0,652.0,8.0,400.0,33.0,32.0,1.0,14.0,2.0,83.0,0.0,50.0,3.0
1440,148.0,2.0,86.0,12.0,2008.0,56.0,1175.0,215.0,110.0,3.0,63.0,11.0,121.0,1.0,72.0,9.0
22138,19.0,0.0,14.0,0.0,4592.0,227.0,2655.0,711.0,87.0,3.0,56.0,4.0,279.0,4.0,181.0,11.0
9149,870.0,2.0,513.0,79.0,11527.0,217.0,5883.0,1798.0,1385.0,19.0,767.0,180.0,272.0,4.0,151.0,42.0
8453,144.0,5.0,116.0,9.0,746.0,23.0,471.0,79.0,154.0,3.0,118.0,9.0,1110.0,21.0,819.0,54.0
15673,26.0,1.0,9.0,4.0,5604.0,213.0,3143.0,745.0,108.0,4.0,57.0,12.0,54.0,2.0,24.0,8.0
12301,78.0,1.0,55.0,4.0,2840.0,54.0,1815.0,192.0,83.0,0.0,55.0,3.0,106.0,1.0,72.0,1.0
4734,80.0,4.0,40.0,8.0,3048.0,158.0,1440.0,663.0,124.0,7.0,57.0,22.0,117.0,5.0,52.0,28.0
6404,75.0,2.0,36.0,17.0,3018.0,97.0,1525.0,420.0,124.0,3.0,47.0,21.0,118.0,3.0,59.0,16.0
21626,39.0,0.0,20.0,4.0,3678.0,42.0,2106.0,252.0,122.0,0.0,64.0,9.0,148.0,3.0,65.0,23.0
5099,2.0,0.0,1.0,0.0,319.0,4.0,212.0,6.0,5.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0
1769,263.0,7.0,187.0,9.0,3875.0,112.0,2595.0,235.0,330.0,13.0,228.0,12.0,114.0,1.0,77.0,2.0
1539,193.0,6.0,126.0,25.0,3656.0,95.0,2060.0,455.0,342.0,14.0,186.0,49.0,272.0,6.0,161.0,37.0
29794,65.0,1.0,34.0,6.0,2699.0,50.0,1591.0,170.0,158.0,4.0,84.0,9.0,58.0,3.0,32.0,6.0
15230,112.0,1.0,81.0,7.0,8394.0,176.0,5074.0,809.0,302.0,11.0,200.0,32.0,177.0,5.0,120.0,12.0
28427,145.0,12.0,90.0,11.0,8596.0,370.0,4689.0,1152.0,312.0,19.0,163.0,48.0,91.0,4.0,43.0,17.0
24020,220.0,0.0,125.0,9.0,5946.0,81.0,3296.0,430.0,189.0,3.0,109.0,14.0,219.0,3.0,107.0,21.0
11599,41.0,0.0,17.0,0.0,999.0,6.0,559.0,37.0,84.0,0.0,39.0,0.0,92.0,0.0,38.0,1.0
21424,172.0,4.0,102.0,18.0,4107.0,117.0,2117.0,651.0,87.0,3.0,42.0,17.0,27.0,0.0,10.0,5.0
11764,72.0,3.0,22.0,27.0,884.0,48.0,267.0,259.0,66.0,5.0,22.0,27.0,60.0,3.0,19.0,20.0
3808,149.0,5.0,80.0,25.0,2665.0,111.0,1336.0,467.0,210.0,11.0,103.0,35.0,42.0,1.0,23.0,8.0
35321,139.0,1.0,84.0,4.0,1412.0,39.0,833.0,126.0,144.0,2.0,76.0,10.0,147.0,3.0,96.0,10.0
17599,31.0,0.0,20.0,0.0,2392.0,66.0,1616.0,126.0,142.0,4.0,100.0,3.0,295.0,10.0,218.0,11.0
14634,544.0,21.0,196.0,159.0,11977.0,472.0,4550.0,3652.0,730.0,31.0,229.0,266.0,196.0,7.0,49.0,79.0
35568,11.0,1.0,3.0,5.0,1233.0,39.0,438.0,307.0,62.0,9.0,16.0,15.0,22.0,2.0,6.0,5.0
6599,7.0,0.0,6.0,0.0,435.0,7.0,264.0,15.0,4.0,0.0,4.0,0.0,9.0,0.0,4.0,0.0
6026,37.0,2.0,20.0,3.0,1273.0,30.0,790.0,82.0,50.0,2.0,29.0,2.0,29.0,0.0,16.0,3.0
20878,27.0,0.0,17.0,5.0,760.0,16.0,423.0,67.0,65.0,0.0,24.0,10.0,42.0,0.0,17.0,6.0
929,131.0,5.0,81.0,7.0,4945.0,144.0,2911.0,469.0,224.0,11.0,155.0,12.0,135.0,2.0,87.0,8.0
768,206.0,14.0,111.0,34.0,6623.0,286.0,3684.0,1026.0,243.0,20.0,120.0,51.0,206.0,8.0,114.0,20.0
23761,52.0,0.0,31.0,1.0,7739.0,217.0,4619.0,880.0,305.0,9.0,177.0,25.0,128.0,4.0,70.0,16.0
5179,46.0,3.0,15.0,8.0,2219.0,87.0,1404.0,185.0,95.0,4.0,61.0,8.0,102.0,4.0,70.0,7.0
11149,,,,,1327.0,19.0,766.0,124.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
3684,16.0,0.0,5.0,6.0,1778.0,38.0,1083.0,109.0,38.0,0.0,23.0,2.0,58.0,3.0,35.0,4.0
1061,15.0,0.0,8.0,1.0,1926.0,48.0,1022.0,241.0,51.0,1.0,28.0,5.0,37.0,2.0,17.0,2.0
10381,20.0,0.0,12.0,1.0,950.0,7.0,567.0,40.0,50.0,0.0,32.0,1.0,50.0,0.0,32.0,3.0
14471,27.0,0.0,22.0,2.0,800.0,13.0,526.0,39.0,87.0,1.0,65.0,2.0,147.0,2.0,103.0,7.0
27769,188.0,11.0,117.0,12.0,3712.0,191.0,2223.0,446.0,224.0,8.0,137.0,19.0,194.0,6.0,120.0,13.0
21825,234.0,13.0,90.0,79.0,9186.0,393.0,3506.0,2732.0,245.0,15.0,80.0,94.0,118.0,5.0,33.0,49.0
14147,34.0,1.0,17.0,0.0,1485.0,30.0,840.0,108.0,68.0,1.0,35.0,0.0,58.0,0.0,31.0,2.0
11962,36.0,2.0,27.0,1.0,853.0,27.0,571.0,77.0,74.0,2.0,48.0,3.0,128.0,5.0,76.0,15.0
20270,114.0,9.0,56.0,21.0,1755.0,73.0,966.0,288.0,165.0,10.0,80.0,35.0,170.0,7.0,102.0,30.0
12492,31.0,2.0,16.0,7.0,681.0,23.0,277.0,136.0,43.0,1.0,16.0,8.0,26.0,0.0,10.0,3.0
27207,41.0,1.0,21.0,1.0,1320.0,36.0,754.0,140.0,57.0,2.0,23.0,5.0,44.0,2.0,23.0,2.0
30242,42.0,1.0,22.0,6.0,3341.0,84.0,1900.0,317.0,117.0,4.0,67.0,10.0,83.0,2.0,41.0,7.0
28658,46.0,1.0,30.0,3.0,2568.0,37.0,1656.0,176.0,80.0,0.0,50.0,5.0,82.0,3.0,57.0,5.0
31811,2.0,0.0,1.0,1.0,235.0,6.0,117.0,27.0,48.0,3.0,23.0,11.0,23.0,2.0,12.0,4.0
25030,193.0,7.0,132.0,11.0,5976.0,243.0,3771.0,537.0,238.0,10.0,172.0,15.0,64.0,2.0,47.0,7.0
11175,20.0,0.0,12.0,0.0,983.0,15.0,586.0,75.0,51.0,0.0,27.0,0.0,77.0,0.0,44.0,1.0
36661,176.0,3.0,84.0,14.0,1232.0,33.0,568.0,171.0,242.0,8.0,104.0,35.0,196.0,7.0,89.0,20.0
34746,94.0,2.0,39.0,24.0,1862.0,59.0,582.0,513.0,122.0,2.0,22.0,43.0,96.0,1.0,15.0,35.0
23121,2.0,0.0,0.0,0.0,246.0,2.0,143.0,7.0,31.0,1.0,22.0,1.0,54.0,1.0,41.0,1.0
12077,6.0,0.0,5.0,0.0,1933.0,47.0,1199.0,134.0,8.0,0.0,4.0,0.0,9.0,0.0,4.0,0.0
15436,75.0,1.0,50.0,4.0,2928.0,80.0,1877.0,196.0,98.0,2.0,67.0,6.0,38.0,0.0,31.0,1.0
21684,88.0,5.0,53.0,10.0,1943.0,41.0,1206.0,195.0,178.0,5.0,94.0,36.0,158.0,6.0,86.0,32.0
3979,19.0,0.0,9.0,1.0,668.0,6.0,410.0,23.0,50.0,0.0,31.0,2.0,52.0,0.0,32.0,2.0
1707,51.0,0.0,32.0,1.0,3109.0,98.0,1602.0,445.0,60.0,1.0,32.0,3.0,12.0,0.0,4.0,1.0
7034,47.0,1.0,26.0,2.0,2457.0,116.0,1143.0,512.0,32.0,2.0,12.0,7.0,261.0,15.0,149.0,33.0
23869,36.0,0.0,20.0,0.0,799.0,12.0,475.0,46.0,88.0,1.0,52.0,3.0,122.0,0.0,75.0,5.0
1032,,,,,12.0,0.0,7.0,1.0,6.0,0.0,5.0,0.0,7.0,0.0,6.0,1.0
4039,7.0,0.0,2.0,1.0,895.0,21.0,611.0,70.0,19.0,0.0,17.0,0.0,38.0,0.0,31.0,0.0
18401,43.0,0.0,24.0,3.0,2055.0,50.0,1206.0,242.0,91.0,1.0,50.0,18.0,34.0,0.0,24.0,6.0
5974,214.0,6.0,148.0,13.0,5198.0,207.0,3255.0,500.0,356.0,12.0,242.0,20.0,193.0,8.0,104.0,23.0
33786,93.0,1.0,57.0,7.0,146.0,4.0,63.0,19.0,4.0,0.0,0.0,0.0,13.0,0.0,5.0,2.0
7000,98.0,6.0,54.0,8.0,6176.0,297.0,3365.0,865.0,668.0,43.0,337.0,103.0,645.0,41.0,359.0,68.0
13622,15.0,0.0,6.0,2.0,1167.0,30.0,619.0,137.0,82.0,0.0,30.0,12.0,51.0,1.0,23.0,2.0
9864,64.0,1.0,31.0,1.0,2957.0,52.0,1659.0,230.0,152.0,2.0,87.0,3.0,168.0,4.0,109.0,6.0
1894,63.0,0.0,32.0,3.0,2437.0,36.0,1400.0,148.0,101.0,0.0,48.0,5.0,103.0,0.0,54.0,3.0
36212,15.0,0.0,8.0,0.0,991.0,9.0,597.0,40.0,62.0,3.0,27.0,0.0,29.0,0.0,9.0,0.0
13174,17.0,0.0,8.0,2.0,2950.0,83.0,1514.0,398.0,96.0,1.0,40.0,14.0,51.0,1.0,23.0,8.0
26524,215.0,10.0,111.0,32.0,3637.0,114.0,1823.0,530.0,266.0,14.0,115.0,69.0,61.0,4.0,32.0,11.0
17721,19.0,0.0,14.0,0.0,3046.0,22.0,1938.0,77.0,62.0,0.0,36.0,1.0,350.0,5.0,174.0,28.0
21021,96.0,3.0,23.0,34.0,1811.0,70.0,550.0,630.0,111.0,4.0,26.0,43.0,53.0,4.0,10.0,22.0
2472,354.0,10.0,177.0,48.0,3380.0,137.0,1666.0,642.0,421.0,16.0,205.0,73.0,105.0,5.0,54.0,14.0
28162,122.0,5.0,49.0,19.0,7440.0,272.0,3651.0,1225.0,148.0,3.0,50.0,30.0,118.0,1.0,48.0,20.0
12181,103.0,2.0,82.0,2.0,6217.0,150.0,4263.0,349.0,225.0,4.0,164.0,7.0,147.0,6.0,106.0,7.0
8918,186.0,8.0,90.0,47.0,2685.0,68.0,1499.0,372.0,255.0,7.0,146.0,50.0,253.0,7.0,134.0,53.0
26484,4.0,2.0,2.0,1.0,930.0,38.0,442.0,195.0,18.0,3.0,6.0,3.0,11.0,1.0,5.0,0.0
35868,187.0,5.0,135.0,6.0,6285.0,99.0,3997.0,382.0,395.0,5.0,244.0,18.0,287.0,6.0,175.0,9.0
17327,43.0,3.0,27.0,10.0,1474.0,47.0,637.0,321.0,62.0,2.0,19.0,15.0,83.0,2.0,36.0,14.0
12904,16.0,0.0,7.0,3.0,1269.0,54.0,620.0,185.0,169.0,4.0,83.0,18.0,180.0,6.0,127.0,16.0
19926,110.0,0.0,60.0,7.0,3031.0,58.0,1775.0,228.0,120.0,1.0,68.0,7.0,141.0,3.0,82.0,6.0
18487,73.0,1.0,38.0,11.0,803.0,24.0,447.0,104.0,163.0,2.0,81.0,21.0,93.0,4.0,46.0,13.0
18714,189.0,9.0,130.0,13.0,5380.0,175.0,3248.0,467.0,318.0,15.0,208.0,25.0,96.0,2.0,60.0,7.0
12729,33.0,1.0,20.0,3.0,2269.0,36.0,1411.0,153.0,153.0,3.0,90.0,15.0,231.0,4.0,137.0,14.0
11329,71.0,0.0,37.0,2.0,681.0,11.0,372.0,33.0,207.0,1.0,112.0,9.0,233.0,2.0,116.0,16.0
15304,92.0,3.0,55.0,10.0,9712.0,205.0,5588.0,946.0,159.0,6.0,86.0,22.0,148.0,4.0,72.0,25.0
30573,34.0,0.0,18.0,0.0,537.0,1.0,309.0,16.0,45.0,0.0,21.0,1.0,37.0,0.0,21.0,1.0
32454,87.0,5.0,31.0,25.0,9814.0,364.0,5217.0,1501.0,109.0,6.0,41.0,22.0,56.0,2.0,25.0,13.0
4695,3.0,0.0,2.0,0.0,53.0,2.0,29.0,8.0,7.0,0.0,4.0,0.0,11.0,0.0,8.0,0.0
13699,28.0,0.0,17.0,4.0,1092.0,18.0,620.0,100.0,84.0,0.0,42.0,12.0,151.0,3.0,78.0,20.0
34847,35.0,0.0,22.0,0.0,1100.0,23.0,635.0,62.0,48.0,1.0,32.0,0.0,44.0,1.0,22.0,2.0
808,18.0,0.0,15.0,0.0,610.0,12.0,407.0,24.0,25.0,0.0,15.0,1.0,14.0,1.0,6.0,1.0
1086,71.0,3.0,41.0,11.0,3329.0,131.0,1702.0,582.0,154.0,9.0,80.0,29.0,127.0,5.0,62.0,27.0
8610,31.0,0.0,21.0,1.0,2290.0,20.0,1496.0,89.0,74.0,0.0,55.0,1.0,47.0,0.0,35.0,2.0
28118,93.0,4.0,59.0,6.0,2770.0,89.0,1624.0,317.0,122.0,5.0,60.0,22.0,334.0,8.0,194.0,32.0
12486,6.0,0.0,6.0,0.0,332.0,3.0,230.0,6.0,14.0,0.0,12.0,0.0,14.0,0.0,12.0,0.0
28011,44.0,2.0,18.0,10.0,1579.0,103.0,618.0,402.0,114.0,7.0,45.0,26.0,43.0,0.0,12.0,10.0
23041,181.0,7.0,116.0,15.0,1230.0,46.0,610.0,237.0,146.0,7.0,70.0,30.0,228.0,9.0,113.0,46.0
33321,172.0,6.0,106.0,12.0,1382.0,80.0,842.0,124.0,201.0,9.0,135.0,16.0,86.0,5.0,55.0,8.0
35190,41.0,3.0,24.0,6.0,753.0,19.0,419.0,84.0,68.0,2.0,37.0,3.0,76.0,1.0,36.0,2.0
26778,201.0,6.0,125.0,8.0,7907.0,208.0,4635.0,767.0,347.0,12.0,221.0,18.0,315.0,8.0,195.0,22.0
31909,3.0,0.0,2.0,0.0,1295.0,20.0,791.0,66.0,31.0,0.0,15.0,1.0,36.0,0.0,21.0,2.0
22751,101.0,2.0,72.0,6.0,9240.0,217.0,5969.0,727.0,291.0,4.0,213.0,11.0,406.0,6.0,284.0,23.0
18114,169.0,7.0,88.0,29.0,5249.0,241.0,2287.0,1207.0,312.0,17.0,113.0,76.0,147.0,9.0,73.0,29.0
13971,430.0,14.0,163.0,128.0,4400.0,206.0,1617.0,1310.0,436.0,14.0,133.0,140.0,166.0,8.0,56.0,65.0
26160,94.0,3.0,65.0,6.0,2361.0,41.0,1493.0,141.0,131.0,2.0,83.0,5.0,108.0,2.0,72.0,7.0
15387,122.0,5.0,38.0,45.0,2655.0,107.0,1156.0,652.0,115.0,3.0,31.0,39.0,67.0,4.0,32.0,22.0
30687,79.0,6.0,23.0,35.0,728.0,34.0,189.0,277.0,159.0,7.0,30.0,61.0,80.0,5.0,16.0,36.0
3835,48.0,1.0,33.0,4.0,1063.0,13.0,629.0,53.0,121.0,0.0,77.0,8.0,421.0,10.0,296.0,23.0
34419,122.0,2.0,51.0,11.0,4435.0,136.0,2221.0,682.0,146.0,3.0,65.0,25.0,87.0,1.0,39.0,23.0
18352,14.0,1.0,7.0,3.0,471.0,30.0,198.0,113.0,23.0,5.0,13.0,6.0,39.0,5.0,15.0,7.0
21405,161.0,8.0,107.0,11.0,3598.0,137.0,1775.0,745.0,281.0,10.0,129.0,73.0,460.0,22.0,144.0,178.0
7532,177.0,1.0,105.0,5.0,3062.0,34.0,1859.0,149.0,279.0,1.0,172.0,12.0,201.0,1.0,113.0,7.0
1125,42.0,1.0,25.0,6.0,3695.0,61.0,2135.0,279.0,122.0,1.0,67.0,9.0,69.0,0.0,44.0,1.0
5517,104.0,4.0,73.0,9.0,4121.0,81.0,2562.0,382.0,181.0,9.0,110.0,21.0,172.0,8.0,104.0,19.0
10700,103.0,2.0,69.0,2.0,3482.0,51.0,2263.0,145.0,172.0,2.0,107.0,3.0,193.0,2.0,125.0,11.0
34803,24.0,0.0,18.0,1.0,2659.0,75.0,1494.0,346.0,118.0,4.0,60.0,23.0,158.0,3.0,80.0,44.0
8944,227.0,11.0,86.0,71.0,1867.0,44.0,950.0,239.0,274.0,15.0,106.0,83.0,89.0,4.0,41.0,9.0
35316,38.0,0.0,20.0,4.0,1564.0,58.0,911.0,217.0,57.0,1.0,27.0,11.0,43.0,0.0,23.0,4.0
18136,22.0,0.0,9.0,4.0,1111.0,19.0,630.0,139.0,55.0,1.0,26.0,7.0,45.0,1.0,25.0,3.0
23122,410.0,13.0,256.0,41.0,4118.0,154.0,2325.0,599.0,534.0,29.0,317.0,81.0,293.0,22.0,162.0,64.0
10988,22.0,0.0,8.0,6.0,788.0,20.0,350.0,106.0,38.0,0.0,14.0,7.0,82.0,2.0,43.0,7.0
4635,4.0,0.0,2.0,0.0,531.0,5.0,330.0,28.0,34.0,0.0,21.0,2.0,34.0,0.0,23.0,2.0
9954,12.0,1.0,7.0,1.0,360.0,4.0,188.0,22.0,43.0,0.0,19.0,3.0,48.0,0.0,16.0,1.0
31838,246.0,15.0,113.0,54.0,6480.0,266.0,2772.0,1495.0,297.0,18.0,122.0,72.0,132.0,10.0,40.0,35.0
35078,37.0,2.0,23.0,4.0,368.0,12.0,209.0,44.0,32.0,3.0,18.0,7.0,36.0,3.0,21.0,7.0
31098,79.0,1.0,47.0,2.0,4047.0,150.0,2223.0,521.0,138.0,3.0,87.0,6.0,89.0,0.0,65.0,0.0
10485,47.0,1.0,29.0,3.0,2294.0,92.0,1481.0,200.0,120.0,3.0,81.0,11.0,60.0,3.0,46.0,6.0
28497,158.0,10.0,83.0,27.0,3540.0,132.0,1856.0,542.0,176.0,9.0,89.0,30.0,90.0,1.0,50.0,11.0
22927,138.0,3.0,43.0,33.0,2706.0,78.0,962.0,691.0,187.0,4.0,59.0,45.0,135.0,5.0,43.0,37.0
28394,36.0,1.0,24.0,3.0,949.0,21.0,515.0,108.0,121.0,3.0,66.0,13.0,115.0,1.0,62.0,13.0
35107,205.0,13.0,110.0,26.0,2447.0,124.0,1119.0,538.0,139.0,9.0,65.0,20.0,122.0,7.0,62.0,16.0
28588,167.0,5.0,101.0,13.0,1426.0,47.0,694.0,218.0,260.0,8.0,113.0,50.0,165.0,8.0,70.0,44.0
25073,55.0,0.0,41.0,0.0,1257.0,21.0,858.0,44.0,94.0,1.0,63.0,1.0,65.0,1.0,37.0,1.0
22334,82.0,3.0,42.0,8.0,3295.0,71.0,2029.0,209.0,189.0,5.0,101.0,10.0,195.0,6.0,107.0,18.0
27162,47.0,0.0,26.0,1.0,9139.0,183.0,5316.0,645.0,373.0,6.0,180.0,15.0,316.0,3.0,164.0,14.0
7218,74.0,0.0,43.0,4.0,573.0,5.0,328.0,26.0,31.0,0.0,14.0,1.0,17.0,0.0,8.0,1.0
209,45.0,0.0,17.0,4.0,617.0,11.0,329.0,58.0,51.0,0.0,23.0,4.0,125.0,3.0,54.0,18.0
32439,51.0,1.0,28.0,2.0,954.0,13.0,529.0,54.0,44.0,0.0,21.0,2.0,131.0,1.0,79.0,7.0
21631,157.0,11.0,64.0,35.0,3540.0,156.0,1386.0,851.0,254.0,15.0,68.0,81.0,69.0,4.0,17.0,17.0
28208,55.0,4.0,16.0,20.0,984.0,74.0,286.0,326.0,110.0,12.0,32.0,44.0,132.0,11.0,44.0,46.0
27146,87.0,1.0,60.0,2.0,3640.0,208.0,2211.0,423.0,132.0,5.0,92.0,9.0,40.0,2.0,23.0,4.0
5771,24.0,1.0,12.0,7.0,985.0,37.0,619.0,123.0,180.0,9.0,94.0,44.0,58.0,2.0,29.0,15.0
28423,88.0,5.0,58.0,7.0,4375.0,233.0,2542.0,670.0,105.0,11.0,69.0,13.0,324.0,18.0,224.0,28.0
36200,,,,,1291.0,32.0,794.0,108.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
1246,31.0,4.0,14.0,7.0,671.0,20.0,397.0,65.0,37.0,6.0,21.0,5.0,28.0,2.0,19.0,2.0
12013,42.0,2.0,29.0,10.0,1754.0,56.0,1087.0,221.0,152.0,8.0,74.0,39.0,405.0,20.0,213.0,103.0
36381,120.0,4.0,63.0,16.0,4929.0,167.0,2644.0,727.0,200.0,7.0,103.0,24.0,144.0,6.0,75.0,22.0
17036,11.0,0.0,9.0,1.0,1341.0,17.0,901.0,47.0,92.0,0.0,63.0,1.0,62.0,1.0,46.0,2.0
14866,44.0,0.0,28.0,3.0,3634.0,53.0,2269.0,222.0,121.0,1.0,77.0,8.0,105.0,1.0,63.0,5.0
8069,180.0,3.0,121.0,6.0,3732.0,94.0,2450.0,273.0,263.0,4.0,180.0,15.0,256.0,7.0,144.0,37.0
11164,12.0,0.0,7.0,2.0,152.0,3.0,99.0,10.0,11.0,0.0,5.0,1.0,8.0,0.0,4.0,0.0
19156,57.0,3.0,31.0,8.0,794.0,28.0,441.0,133.0,153.0,7.0,81.0,25.0,112.0,5.0,71.0,20.0
23749,27.0,0.0,14.0,0.0,1498.0,57.0,862.0,166.0,60.0,1.0,43.0,1.0,33.0,0.0,24.0,1.0
17808,26.0,0.0,18.0,0.0,438.0,8.0,276.0,13.0,63.0,0.0,35.0,1.0,122.0,2.0,77.0,2.0
35567,223.0,3.0,134.0,10.0,2934.0,51.0,1665.0,253.0,197.0,4.0,119.0,11.0,204.0,3.0,106.0,18.0
108,8.0,0.0,5.0,0.0,708.0,42.0,451.0,86.0,10.0,2.0,9.0,0.0,14.0,3.0,10.0,2.0
26911,9.0,0.0,3.0,0.0,484.0,8.0,306.0,24.0,14.0,0.0,5.0,0.0,12.0,0.0,6.0,0.0
27844,33.0,0.0,20.0,3.0,1300.0,21.0,835.0,93.0,116.0,1.0,88.0,5.0,164.0,0.0,122.0,8.0
31196,53.0,1.0,35.0,4.0,5353.0,320.0,2055.0,1137.0,377.0,18.0,183.0,55.0,357.0,9.0,245.0,26.0
31012,84.0,0.0,52.0,2.0,1189.0,31.0,665.0,115.0,17.0,2.0,15.0,1.0,74.0,2.0,53.0,7.0
36469,25.0,0.0,16.0,1.0,489.0,7.0,320.0,41.0,68.0,0.0,44.0,2.0,63.0,2.0,36.0,2.0
22005,12.0,0.0,11.0,0.0,882.0,22.0,598.0,60.0,20.0,0.0,16.0,1.0,45.0,1.0,33.0,0.0
27568,10.0,0.0,9.0,0.0,368.0,14.0,222.0,41.0,23.0,0.0,12.0,4.0,21.0,0.0,14.0,1.0
32697,66.0,0.0,39.0,7.0,3390.0,78.0,2101.0,285.0,128.0,0.0,80.0,7.0,1074.0,31.0,781.0,69.0
6137,113.0,4.0,68.0,4.0,1262.0,56.0,715.0,145.0,159.0,9.0,92.0,13.0,119.0,6.0,73.0,13.0
3926,182.0,15.0,88.0,30.0,2994.0,162.0,1375.0,607.0,182.0,12.0,80.0,37.0,72.0,6.0,24.0,15.0
22274,164.0,6.0,100.0,17.0,2219.0,83.0,1320.0,225.0,193.0,14.0,94.0,47.0,336.0,7.0,233.0,30.0
22713,71.0,1.0,44.0,5.0,1275.0,71.0,675.0,155.0,83.0,2.0,47.0,7.0,203.0,7.0,119.0,21.0
16113,154.0,0.0,107.0,6.0,3039.0,122.0,1786.0,296.0,281.0,3.0,190.0,9.0,172.0,10.0,105.0,24.0
26335,122.0,6.0,83.0,7.0,12823.0,416.0,7770.0,1420.0,326.0,18.0,186.0,29.0,257.0,14.0,140.0,42.0
28289,17.0,1.0,9.0,4.0,902.0,24.0,630.0,45.0,70.0,2.0,49.0,6.0,53.0,2.0,37.0,8.0
30396,97.0,1.0,51.0,16.0,2272.0,56.0,1373.0,182.0,186.0,5.0,107.0,16.0,84.0,2.0,50.0,4.0
34672,53.0,0.0,37.0,5.0,1214.0,27.0,677.0,156.0,69.0,1.0,44.0,5.0,110.0,1.0,68.0,8.0
22783,16.0,0.0,6.0,2.0,1022.0,22.0,624.0,79.0,37.0,1.0,23.0,3.0,20.0,0.0,11.0,1.0
2372,91.0,0.0,54.0,0.0,1828.0,22.0,1027.0,79.0,148.0,2.0,65.0,2.0,238.0,2.0,119.0,7.0
